0;3278327832783278327832783278327832783278327832783278327832783278;None
1;f23cf23cf23cf23cf23cf23cf23cf23cf23cf23cf23cf23cf23cf23cf23cf23c;None
2;b278b278b278b278b278b278b278b278b278b278b278b278b278b278b278b278;None
3;b35cb35cb35cb35cb35cb35cb35cb35cb35cb35cb35cb35cb35cb35cb35cb35c;None
4;5d835d835d835d835d835d835d835d835d835d835d835d835d835d835d835d83;None
5;c883c883c883c883c883c883c883c883c883c883c883c883c883c883c883c883;None
6;4c934c934c934c934c934c934c934c934c934c934c934c934c934c934c934c93;None
7;4c874c874c874c874c874c874c874c874c874c874c874c874c874c874c874c87;None
8;b374b374b374b374b374b374b374b374b374b374b374b374b374b374b374b374;None
9;4c874c874c874c874c874c874c874c874c874c874c874c874c874c874c874c87;None
10;4f034f034f034f034f034f034f034f034f034f034f034f034f034f034f034f03;None
11;a27ca27ca27ca27ca27ca27ca27ca27ca27ca27ca27ca27ca27ca27ca27ca27c;None
12;0f830f830f830f830f830f830f830f830f830f830f830f830f830f830f830f83;None
13;a2fca2fca2fca2fca2fca2fca2fca2fca2fca2fca2fca2fca2fca2fca2fca2fc;None
14;0983098309830983098309830983098309830983098309830983098309830983;None
15;6c836c836c836c836c836c836c836c836c836c836c836c836c836c836c836c83;None
16;4cc34cc34cc34cc34cc34cc34cc34cc34cc34cc34cc34cc34cc34cc34cc34cc3;None
17;4dc34dc34dc34dc34dc34dc34dc34dc34dc34dc34dc34dc34dc34dc34dc34dc3;None
18;727c727c727c727c727c727c727c727c727c727c727c727c727c727c727c727c;None
19;1d831d831d831d831d831d831d831d831d831d831d831d831d831d831d831d83;None
20;b264b264b264b264b264b264b264b264b264b264b264b264b264b264b264b264;None
21;4583458345834583458345834583458345834583458345834583458345834583;None
22;327c327c327c327c327c327c327c327c327c327c327c327c327c327c327c327c;None
23;937c937c937c937c937c937c937c937c937c937c937c937c937c937c937c937c;None
24;8d838d838d838d838d838d838d838d838d838d838d838d838d838d838d838d83;None
25;b2ecb2ecb2ecb2ecb2ecb2ecb2ecb2ecb2ecb2ecb2ecb2ecb2ecb2ecb2ecb2ec;None
26;cf83cf83cf83cf83cf83cf83cf83cf83cf83cf83cf83cf83cf83cf83cf83cf83;None
27;cd8bcd8bcd8bcd8bcd8bcd8bcd8bcd8bcd8bcd8bcd8bcd8bcd8bcd8bcd8bcd8b;None
28;b87cb87cb87cb87cb87cb87cb87cb87cb87cb87cb87cb87cb87cb87cb87cb87c;None
29;b274b274b274b274b274b274b274b274b274b274b274b274b274b274b274b274;None
30;307c307c307c307c307c307c307c307c307c307c307c307c307c307c307c307c;None
31;b374b374b374b374b374b374b374b374b374b374b374b374b374b374b374b374;None
32;337c337c337c337c337c337c337c337c337c337c337c337c337c337c337c337c;None
33;4c9b4c9b4c9b4c9b4c9b4c9b4c9b4c9b4c9b4c9b4c9b4c9b4c9b4c9b4c9b4c9b;None
34;b3fcb3fcb3fcb3fcb3fcb3fcb3fcb3fcb3fcb3fcb3fcb3fcb3fcb3fcb3fcb3fc;None
35;b33cb33cb33cb33cb33cb33cb33cb33cb33cb33cb33cb33cb33cb33cb33cb33c;None
36;4da34da34da34da34da34da34da34da34da34da34da34da34da34da34da34da3;None
37;cc87cc87cc87cc87cc87cc87cc87cc87cc87cc87cc87cc87cc87cc87cc87cc87;None
38;32fc32fc32fc32fc32fc32fc32fc32fc32fc32fc32fc32fc32fc32fc32fc32fc;None
39;cd8bcd8bcd8bcd8bcd8bcd8bcd8bcd8bcd8bcd8bcd8bcd8bcd8bcd8bcd8bcd8b;None
40;4e034e034e034e034e034e034e034e034e034e034e034e034e034e034e034e03;None
41;337c337c337c337c337c337c337c337c337c337c337c337c337c337c337c337c;None
42;4e834e834e834e834e834e834e834e834e834e834e834e834e834e834e834e83;None
43;32fc32fc32fc32fc32fc32fc32fc32fc32fc32fc32fc32fc32fc32fc32fc32fc;None
44;cf83cf83cf83cf83cf83cf83cf83cf83cf83cf83cf83cf83cf83cf83cf83cf83;None
45;0d830d830d830d830d830d830d830d830d830d830d830d830d830d830d830d83;None
46;b234b234b234b234b234b234b234b234b234b234b234b234b234b234b234b234;None
47;f37cf37cf37cf37cf37cf37cf37cf37cf37cf37cf37cf37cf37cf37cf37cf37c;None
48;cf83cf83cf83cf83cf83cf83cf83cf83cf83cf83cf83cf83cf83cf83cf83cf83;None
49;b87cb87cb87cb87cb87cb87cb87cb87cb87cb87cb87cb87cb87cb87cb87cb87c;None
50;5d835d835d835d835d835d835d835d835d835d835d835d835d835d835d835d83;None
51;0d8b0d8b0d8b0d8b0d8b0d8b0d8b0d8b0d8b0d8b0d8b0d8b0d8b0d8b0d8b0d8b;None
52;4d814d814d814d814d814d814d814d814d814d814d814d814d814d814d814d81;None
53;b374b374b374b374b374b374b374b374b374b374b374b374b374b374b374b374;None
54;0d8b0d8b0d8b0d8b0d8b0d8b0d8b0d8b0d8b0d8b0d8b0d8b0d8b0d8b0d8b0d8b;None
55;f26cf26cf26cf26cf26cf26cf26cf26cf26cf26cf26cf26cf26cf26cf26cf26c;None
56;b37cb37cb37cb37cb37cb37cb37cb37cb37cb37cb37cb37cb37cb37cb37cb37c;None
57;e27ce27ce27ce27ce27ce27ce27ce27ce27ce27ce27ce27ce27ce27ce27ce27c;None
58;f26cf26cf26cf26cf26cf26cf26cf26cf26cf26cf26cf26cf26cf26cf26cf26c;None
59;4d034d034d034d034d034d034d034d034d034d034d034d034d034d034d034d03;None
60;cd83cd83cd83cd83cd83cd83cd83cd83cd83cd83cd83cd83cd83cd83cd83cd83;None
61;f27cf27cf27cf27cf27cf27cf27cf27cf27cf27cf27cf27cf27cf27cf27cf27c;None
62;b27cb27cb27cb27cb27cb27cb27cb27cb27cb27cb27cb27cb27cb27cb27cb27c;None
63;4f834f834f834f834f834f834f834f834f834f834f834f834f834f834f834f83;None
