Pattern ID1 [dBm],Pattern ID3 [dBm],Time stamp: 2024-07-17 18:25:50 ,0.001
-63.3194289550781,-63.338999332428,,
-63.3233205337524,-63.342252822876,,
-63.3103965339661,-63.3326248092651,,
-63.3205630340576,-63.3362688484192,,
-63.321291053772,-63.3257785758972,,
-63.321079990387,-63.3420982170105,,
-63.329351146698,-63.3373439483643,,
-63.3171288146973,-63.3441398963928,,
-63.3393955574036,-63.3333031616211,,
-63.3149427108765,-63.3377137107849,,
-63.3243152770996,-63.338900352478,,
-63.319517074585,-63.3353829879761,,
-63.3083209228516,-63.336002620697,,
-63.322656211853,-63.3555470046997,,
-63.3188245239258,-63.3512648696899,,
-63.3214943008423,-63.3500989875793,,
-63.3232618598938,-63.3377909317017,,
-63.3081174354553,-63.3393977241516,,
-63.3328370513916,-63.3347136993408,,
-63.33709923172,-63.3318513870239,,
-63.3216499786377,-63.3466578483582,,
-63.3298702125549,-63.3576579551697,,
-63.3161223373413,-63.3513806762695,,
-63.3306659698486,-63.3521881065369,,
-63.3371862068176,-63.3478227996826,,
-63.3263894615173,-63.3387964324951,,
-63.3216891136169,-63.3537850265503,,
-63.3324160728455,-63.3524087028503,,
-63.3361297683716,-63.3541488838196,,
-63.3375723114014,-63.3644856414795,,
-63.3174409637451,-63.345658416748,,
-63.3344479026794,-63.3515447235107,,
-63.3348487319946,-63.3493134918213,,
-63.3367831420898,-63.3582420539856,,
-63.3344723243713,-63.3476713371277,,
-63.3407692680359,-63.3543161735535,,
-63.3430057182312,-63.3489118385315,,
-63.3289668884277,-63.3521293640137,,
-63.3460896759033,-63.349407333374,,
-63.3399093704224,-63.366739490509,,
-63.3389857597351,-63.3568148765564,,
-63.3455946083069,-63.363807674408,,
-63.3320393218994,-63.353906288147,,
-63.3243706817627,-63.3585006828308,,
-63.3301759376526,-63.3570739707947,,
-63.3423160018921,-63.359950592041,,
-63.3461023445129,-63.3747873535156,,
-63.3263997764587,-63.3599315643311,,
-63.3460629615784,-63.3641952400208,,
-63.3335856933594,-63.3675120506287,,
-63.3421688079834,-63.3548969573975,,
-63.368122379303,-63.37238123703,,
-63.3210692481995,-63.3708241424561,,
-63.3252905273438,-63.3592626533508,,
-63.3392174263,-63.3574171714783,,
-63.3501696205139,-63.3585373420715,,
-63.3295973052979,-63.3559693183899,,
-63.3421454772949,-63.3610777053833,,
-63.3381361885071,-63.3660211334229,,
-63.345639377594,-63.359776927948,,
-63.3424843597412,-63.3502051963806,,
-63.3227387962341,-63.3544678764343,,
-63.3407707710266,-63.3588907012939,,
-63.3368222541809,-63.371555721283,,
-63.3317546691895,-63.3776832580566,,
-63.3536356277466,-63.3677796859741,,
-63.3456547431946,-63.3711482963562,,
-63.3423602371216,-63.3592898292542,,
-63.3396737136841,-63.3568977241516,,
-63.3480660743713,-63.3606998519897,,
-63.3447809791565,-63.3547285575867,,
-63.3540999107361,-63.3637897377014,,
-63.3366124839783,-63.3744958686829,,
-63.3433556022644,-63.3763636817932,,
-63.3420086936951,-63.378454574585,,
-63.3472558708191,-63.3687742424011,,
-63.344700832367,-63.3651970443726,,
-63.3441747131348,-63.3565784492493,,
-63.3397279777527,-63.3494054794312,,
-63.3390603103638,-63.3512478485107,,
-63.3504492454529,-63.3570028038025,,
-63.3456374282837,-63.3632054367065,,
-63.3426234779358,-63.3660556221008,,
-63.3439116821289,-63.3604609260559,,
-63.3420556106567,-63.3642262878418,,
-63.3442977409363,-63.3734682617188,,
-63.3479645347595,-63.3609215583801,,
-63.3454786071777,-63.3706835212708,,
-63.3555557250977,-63.3668600578308,,
-63.3575471687317,-63.3610130729675,,
-63.3527131080627,-63.3775276298523,,
-63.3399574279785,-63.3563599891663,,
-63.3393902053833,-63.362923664093,,
-63.3451765441895,-63.3654324188232,,
-63.3489194335938,-63.372075504303,,
-63.3404886741638,-63.3644569816589,,
-63.3574969825745,-63.3666995773315,,
-63.356958984375,-63.3744214668274,,
-63.348893737793,-63.3804040298462,,
-63.3596287727356,-63.3729989852905,,
Pattern ID1 [dBm],Pattern ID3 [dBm],Time stamp: 2024-07-17 18:26:28,0.002
-63.3509867248535,-63.3704011726379,,
-63.3602816123962,-63.3795582084656,,
-63.3526363716126,-63.3778341178894,,
-63.34897108078,-63.3692876052856,,
-63.3654301300049,-63.3689295654297,,
-63.3612423934937,-63.3773335571289,,
-63.3565435638428,-63.3803747367859,,
-63.3549530677795,-63.3732817268372,,
-63.3493079528809,-63.3749579925537,,
-63.3521709671021,-63.3682494010925,,
-63.3604707298279,-63.3705384597778,,
-63.3589494934082,-63.376105266571,,
-63.3498274803162,-63.3683731765747,,
-63.3666661872864,-63.3743891906738,,
-63.353886631012,-63.3790261650086,,
-63.3511990470886,-63.3796276359558,,
-63.3617487182617,-63.3719456253052,,
-63.3725654029846,-63.381753528595,,
-63.3589590606689,-63.3756756439209,,
-63.354491607666,-63.3708873405457,,
-63.364387462616,-63.3740224647522,,
-63.3601524658203,-63.3778519897461,,
-63.369457523346,-63.3808736534119,,
-63.3692383003235,-63.3846986656189,,
-63.3588999671936,-63.3739603538513,,
-63.3585573616028,-63.3881927070618,,
-63.3582796325684,-63.3787846374512,,
-63.3569422683716,-63.3718264122009,,
-63.3608403816223,-63.3753858108521,,
-63.3639023971558,-63.3740935821533,,
-63.3539014472961,-63.3858970832825,,
-63.3600064353943,-63.3790549812317,,
-63.3734696807861,-63.3855303573608,,
-63.3597361106873,-63.3772017173767,,
-63.3666658058167,-63.3795249900818,,
-63.3564002418518,-63.3792247962952,,
-63.3581580085754,-63.3836976585388,,
-63.3603605308533,-63.3811525688171,,
-63.3626845664978,-63.3909704742432,,
-63.3621207771301,-63.3960805358887,,
-63.3642113227844,-63.3988150672913,,
-63.3773679962158,-63.40692710495,,
-63.3705839157105,-63.3917874336243,,
-63.3718105964661,-63.3928135070801,,
-63.3763400382996,-63.39474376297,,
-63.385801361084,-63.3989520530701,,
-63.3903352661133,-63.4029748420715,,
-63.3867690811157,-63.4004178657532,,
-63.3877857017517,-63.4190720100403,,
-63.3820894813538,-63.4156761932373,,
-63.3939956665039,-63.4125889930725,,
-63.384397026062,-63.4073663024902,,
-63.3827277526856,-63.4023083953857,,
-63.3909185981751,-63.4108278961182,,
-63.3878462791443,-63.4107964057922,,
-63.3872725791931,-63.407969127655,,
-63.3871651687622,-63.408901725769,,
-63.3841896820068,-63.4113924751282,,
-63.3936645240784,-63.4151337051392,,
-63.387449886322,-63.4170578460693,,
-63.3873915977478,-63.3991966323853,,
-63.3868945426941,-63.4076007652283,,
-63.3987237586975,-63.4103749809265,,
-63.3923264312744,-63.4083339614868,,
-63.3845501670837,-63.4026520042419,,
-63.4151231765747,-63.4139073905945,,
-63.4118600502014,-63.4112804031372,,
-63.3971324729919,-63.4109586029053,,
-63.3927246246338,-63.4234152107239,,
-63.3828446731567,-63.4198707847595,,
-63.392664516449,-63.4130267715454,,
-63.3984107437134,-63.4088022270203,,
-63.3990317840576,-63.4030802764893,,
-63.3926538047791,-63.4242769126892,,
-63.3967575302124,-63.4307693214417,,
-63.3996788711548,-63.4179049987793,,
-63.391892326355,-63.4181539878845,,
-63.3915728263855,-63.4175035438538,,
-63.4033811988831,-63.4177315597534,,
-63.3965302581787,-63.4176654319763,,
-63.3913844871521,-63.4253221168518,,
-63.3970731315613,-63.4207627182007,,
-63.3957648468018,-63.4101915779114,,
-63.3980358657837,-63.4162268791199,,
-63.40632629776,-63.4121149177551,,
-63.3888089523315,-63.426775390625,,
-63.395665802002,-63.4223626174927,,
-63.4053138694763,-63.4138834991455,,
-63.4003312644959,-63.4267624702454,,
-63.3826823387146,-63.4251702690125,,
-63.4025329170227,-63.4234822731018,,
-63.4068998413086,-63.4200598449707,,
-63.3983193397522,-63.4311175689697,,
-63.4093284759522,-63.4134964256287,,
-63.39912733078,-63.4201432647705,,
-63.4011962661743,-63.4310489578247,,
-63.3947772064209,-63.4259953117371,,
-63.4062190093994,-63.4166658554077,,
-63.4085334396362,-63.418317691803,,
-63.4040788230896,-63.4266183586121,,
Pattern ID1 [dBm],Pattern ID3 [dBm],Time stamp: 2024-07-17 18:27:06,0.004
-63.4097509651184,-63.4286450080872,,
-63.4156524505615,-63.4274396781921,,
-63.4091517333984,-63.423558971405,,
-63.4176530265808,-63.4275039558411,,
-63.4094713478088,-63.4292655982971,,
-63.4118832244873,-63.4203972091675,,
-63.4083869781494,-63.4237140350342,,
-63.4200105056763,-63.4322586517334,,
-63.4047726554871,-63.4296266860962,,
-63.4066029930115,-63.422358745575,,
-63.4193904266357,-63.4184561462402,,
-63.4099395561218,-63.4307655410767,,
-63.4081336746216,-63.4198693008423,,
-63.4051593704224,-63.4313765792847,,
-63.4089268379211,-63.4289548530579,,
-63.3997462387085,-63.4282337303162,,
-63.4174570350647,-63.4277137718201,,
-63.4111764373779,-63.4311602783203,,
-63.4181839103699,-63.428311214447,,
-63.4005446434021,-63.4332723236084,,
-63.4227602958679,-63.4288947906494,,
-63.4044788246155,-63.4270414733887,,
-63.4085029411316,-63.4298202514649,,
-63.4123475990295,-63.4305789146423,,
-63.4037234344482,-63.432739074707,,
-63.413443523407,-63.4270346565247,,
-63.4153334274292,-63.4273881263733,,
-63.4137878761292,-63.4186727180481,,
-63.4189266166687,-63.4306314430237,,
-63.4127325325012,-63.4254826583862,,
-63.4201455116272,-63.4266043319702,,
-63.4159025001526,-63.424388217926,,
-63.4032520599365,-63.4269404907227,,
-63.4124820480347,-63.4205363121033,,
-63.4153297462463,-63.4292468070984,,
-63.420858455658,-63.4300819358826,,
-63.4136536445618,-63.4282065887451,,
-63.4093950004578,-63.4231571350098,,
-63.4110054893494,-63.4292922363281,,
-63.4152767944336,-63.429641418457,,
-63.4134611091614,-63.4284833450317,,
-63.4203831710815,-63.43283776474,,
-63.4041692657471,-63.432030670166,,
-63.4118163795471,-63.4269762802124,,
-63.415608127594,-63.4276075057983,,
-63.409922668457,-63.4329669723511,,
-63.4064900627136,-63.4316731719971,,
-63.4108628768921,-63.4308027267456,,
-63.4043888435364,-63.4202999687195,,
-63.4150771636963,-63.4183443756104,,
-63.4131767082214,-63.4276445350647,,
-63.4080654296875,-63.4337802238464,,
-63.4149654083252,-63.430077999115,,
-63.4063314552307,-63.4328348045349,,
-63.4109071121216,-63.4283751335144,,
-63.4160144042969,-63.4291236419678,,
-63.4114984512329,-63.4315071220398,,
-63.4130627479553,-63.4199448738098,,
-63.4104576148987,-63.4342192611694,,
-63.4190490951538,-63.4319155311584,,
-63.3979899902344,-63.4222337608337,,
-63.4071951751709,-63.4172031707764,,
-63.3975442733765,-63.4320395812988,,
-63.4066076126099,-63.4248726234436,,
-63.4008938064575,-63.432212726593,,
-63.4063780136108,-63.4304786376953,,
-63.4092465362549,-63.4199458236694,,
-63.4110754852295,-63.4232309761047,,
-63.408112651825,-63.4177551956177,,
-63.3952784996033,-63.4272598152161,,
-63.3984970436096,-63.4200936470032,,
-63.4084597396851,-63.4180957450867,,
-63.4002780647278,-63.4220921859741,,
-63.4051360664368,-63.4268126449585,,
-63.4045378036499,-63.4195339775085,,
-63.4080129623413,-63.4216622581482,,
-63.409313873291,-63.4167764549255,,
-63.3986088066101,-63.4205142402649,,
-63.4132132492065,-63.422929473877,,
-63.400147026062,-63.4374238510132,,
-63.4061518592835,-63.4243964614868,,
-63.3984524803162,-63.4252786369324,,
-63.3992376174927,-63.4157145080566,,
-63.4021703338623,-63.4174842338562,,
-63.4047850379944,-63.4177823829651,,
-63.4179999313355,-63.4243576774597,,
-63.4094708213806,-63.4194843482971,,
-63.4090174102783,-63.4187193069458,,
-63.4060315475464,-63.424992389679,,
-63.3984812965393,-63.4267798233032,,
-63.395857421875,-63.4206378555298,,
-63.4149085884094,-63.4203439712524,,
-63.4124891815186,-63.4261192970276,,
-63.4011107292175,-63.419204246521,,
-63.4067662506104,-63.4282600250244,,
-63.4096477012634,-63.4349224891663,,
-63.4047287368774,-63.422143535614,,
-63.4126830101013,-63.4303638534546,,
-63.3993282699585,-63.4253122558594,,
-63.401653591156,-63.4129580345154,,
Pattern ID1 [dBm],Pattern ID3 [dBm],Time stamp: 2024-07-17 18:27:44,0.008
-63.4080926856995,-63.4341076049805,,
-63.408669002533,-63.4258624382019,,
-63.4169128341675,-63.4276428756714,,
-63.4123014945984,-63.4222826499939,,
-63.4165488739014,-63.4321668319702,,
-63.4147510414124,-63.4289435844421,,
-63.41438438797,-63.4212296676636,,
-63.4056616325378,-63.4287425346375,,
-63.4069454650879,-63.4233278884888,,
-63.4090211181641,-63.4269147987366,,
-63.4081648254395,-63.4249533081055,,
-63.4016986351013,-63.4355642127991,,
-63.4091731376648,-63.4286632156372,,
-63.4086143264771,-63.4335368652344,,
-63.4060637817383,-63.4293583755493,,
-63.4109969406128,-63.4338318710327,,
-63.4061457214356,-63.4274380760193,,
-63.40325182724,-63.4236159591675,,
-63.4029060974121,-63.4224716644287,,
-63.4101538925171,-63.4251581993103,,
-63.4032692604065,-63.4325989379883,,
-63.4090345916748,-63.4278613357544,,
-63.4078438034058,-63.4269685783386,,
-63.4097495346069,-63.4261732292175,,
-63.4124334869385,-63.4212768592834,,
-63.4107908096314,-63.4236503715515,,
-63.4026026115417,-63.4189835510254,,
-63.4055247497559,-63.4224208908081,,
-63.4018088188171,-63.4216056556702,,
-63.4103468399048,-63.4262285575867,,
-63.4083815116882,-63.4247970466614,,
-63.4073251533508,-63.4253239555359,,
-63.4068884429932,-63.4206781349182,,
-63.4053035583496,-63.4267195129395,,
-63.3996236801147,-63.4245736541748,,
-63.3966363830566,-63.4199788475037,,
-63.3994277801514,-63.4241421203613,,
-63.4079855155945,-63.4216293907166,,
-63.4087231941223,-63.4221002197266,,
-63.4079409065247,-63.4169002494812,,
-63.4057573699951,-63.4224540100098,,
-63.4004978866577,-63.4185695800781,,
-63.3963409042358,-63.4176695861816,,
-63.3922500343323,-63.4201614456177,,
-63.3935981864929,-63.4190514450073,,
-63.4028536567688,-63.4228786315918,,
-63.3947117538452,-63.4163790130615,,
-63.3924175643921,-63.4132187347412,,
-63.3939200210571,-63.4181997146606,,
-63.3929615821838,-63.4163699493408,,
-63.3976475372314,-63.4064702110291,,
-63.3960453643799,-63.4150173683167,,
-63.4045399932861,-63.4127427864075,,
-63.3996946601868,-63.4090416755676,,
-63.393225101471,-63.3999576148987,,
-63.3925718994141,-63.4089181594849,,
-63.3996104011536,-63.4117122344971,,
-63.3947151031494,-63.4180329208374,,
-63.3939637832642,-63.4102600212097,,
-63.3994351959229,-63.4052667617798,,
-63.3911666984558,-63.4010479774475,,
-63.3995489273071,-63.4057254867554,,
-63.3880665054321,-63.4067841377258,,
-63.3883331947327,-63.4025799865723,,
-63.3823560905457,-63.4108889465332,,
-63.3910590858459,-63.4063361320496,,
-63.3931716575623,-63.402390209198,,
-63.3840318031311,-63.4045425796509,,
-63.384410484314,-63.4076602554321,,
-63.3853727073669,-63.4034156494141,,
-63.3819358558655,-63.4014571838379,,
-63.3785590286255,-63.3946066207886,,
-63.385388961792,-63.4023623161316,,
-63.3823556518555,-63.402361240387,,
-63.3839516525269,-63.406725112915,,
-63.3790663490295,-63.4014553642273,,
-63.3824991378784,-63.3955768470764,,
-63.38023853302,-63.4038661956787,,
-63.3812751350403,-63.3935946884155,,
-63.3815963783264,-63.4000010375977,,
-63.3803648071289,-63.3937222251892,,
-63.3818093948364,-63.396692150116,,
-63.3737592430115,-63.3949651947021,,
-63.3807240371704,-63.3945834922791,,
-63.3818305740357,-63.3908122253418,,
-63.3712914619446,-63.391612361908,,
-63.3792986106873,-63.3973123512268,,
-63.3787152442932,-63.3979023666382,,
-63.3711008987427,-63.3942293128967,,
-63.3768143463135,-63.3936079406738,,
-63.3796575889587,-63.3886591491699,,
-63.3766653633118,-63.3928518981934,,
-63.3815324134827,-63.3948725585938,,
-63.3776660842896,-63.3932806587219,,
-63.3768274688721,-63.3970814781189,,
-63.3807491073608,-63.3991064796448,,
-63.3770041427612,-63.3966190872192,,
-63.3701468696594,-63.3958629379273,,
-63.3732829704285,-63.395796207428,,
-63.3761679077148,-63.3896754798889,,
Pattern ID1 [dBm],Pattern ID3 [dBm],Time stamp: 2024-07-17 18:28:22,0.016
-63.3829977340698,-63.404553730011,,
-63.3822186927795,-63.4006769294739,,
-63.3828106803894,-63.3959144973755,,
-63.3844483108521,-63.4018926124573,,
-63.3788770828247,-63.3979465332031,,
-63.3773739242554,-63.3973156738281,,
-63.3751591339111,-63.3976515579224,,
-63.3759410629273,-63.3905471801758,,
-63.3794850616455,-63.3903076286316,,
-63.3766804962158,-63.395316570282,,
-63.3759204025269,-63.3950231056213,,
-63.3771070251465,-63.3967746810913,,
-63.3790017967224,-63.39471301651,,
-63.3763799629211,-63.3921452903748,,
-63.3751002883911,-63.3939148216248,,
-63.374118686676,-63.3934016189575,,
-63.3673474502564,-63.3930448188782,,
-63.3680200805664,-63.3889968338013,,
-63.3683249015808,-63.3866127624512,,
-63.3690580825806,-63.3883208656311,,
-63.3733257789612,-63.3845370407105,,
-63.3681593360901,-63.3921542892456,,
-63.3663809356689,-63.3926658287048,,
-63.3659475021362,-63.381273021698,,
-63.3637467956543,-63.3798428268433,,
-63.3546495857239,-63.3777639656067,,
-63.3552740745544,-63.37199949646,,
-63.3564354286194,-63.3717405967712,,
-63.3569278106689,-63.3764764099121,,
-63.3510020523071,-63.3679845504761,,
-63.3504658088684,-63.3658075790405,,
-63.346664768219,-63.3716492271423,,
-63.3487356834412,-63.3604169578552,,
-63.342689250946,-63.3619382247925,,
-63.3417454223633,-63.3613196563721,,
-63.3425050468445,-63.358133644104,,
-63.3406790351868,-63.3597395591736,,
-63.3327551651001,-63.35174974823,,
-63.3370150794983,-63.351713886261,,
-63.3298000869751,-63.3527663078308,,
-63.3287359428406,-63.3534960784912,,
-63.3342483596802,-63.3501744689941,,
-63.3320365104675,-63.3490177497864,,
-63.3358771324158,-63.3553291893005,,
-63.33813904953,-63.3504377975464,,
-63.334824760437,-63.3498216438293,,
-63.3316052932739,-63.3558639755249,,
-63.3273488616943,-63.3519574050903,,
-63.3304382133484,-63.3511412773132,,
-63.3266885566711,-63.3549200286865,,
-63.3285462760925,-63.354829044342,,
-63.331624786377,-63.3485331077576,,
-63.3290072822571,-63.3482747421265,,
-63.3337765731812,-63.3486921272278,,
-63.3285816268921,-63.3470457839966,,
-63.3283873443604,-63.3526818847656,,
-63.331968421936,-63.3491013755798,,
-63.3328360176086,-63.3504807929993,,
-63.3254644927979,-63.3490526123047,,
-63.3285277099609,-63.3473753051758,,
-63.3278483352661,-63.3470029983521,,
-63.3280075759888,-63.3428666496277,,
-63.3309352836609,-63.3477439308167,,
-63.3303680076599,-63.3482827949524,,
-63.3315085487366,-63.3470097770691,,
-63.3340589752197,-63.355210105896,,
-63.3292299728394,-63.3488351898193,,
-63.3270630874634,-63.3498297424316,,
-63.328458442688,-63.3517347259522,,
-63.3313481216431,-63.3485403594971,,
-63.3254082870483,-63.3433070487976,,
-63.3229297866821,-63.3423928718567,,
-63.3256861572266,-63.347377571106,,
-63.3243134422302,-63.3500164146423,,
-63.3288964958191,-63.3467659454346,,
-63.3269854888916,-63.3462552261353,,
-63.3256753959656,-63.3423707199097,,
-63.3282200813294,-63.3451887397766,,
-63.332090751648,-63.3446162414551,,
-63.3221276473999,-63.3466686782837,,
-63.3239334716797,-63.3464127922058,,
-63.3259731445313,-63.3433313026428,,
-63.3255274963379,-63.3504465255737,,
-63.3254468421936,-63.3490342788696,,
-63.3244432907105,-63.3477552032471,,
-63.3290158882141,-63.3484731216431,,
-63.3268817062378,-63.3478118133545,,
-63.3252641525269,-63.3455747871399,,
-63.3250286979675,-63.3428939552307,,
-63.3291647148132,-63.3477274246216,,
-63.3282694969177,-63.3438417243958,,
-63.3233655662537,-63.3466134109497,,
-63.3218563537598,-63.344074760437,,
-63.3244246063232,-63.3464304542542,,
-63.3238325767517,-63.3457575263977,,
-63.3170417709351,-63.3487445793152,,
-63.3221653404236,-63.346959487915,,
-63.3238589401245,-63.3465807723999,,
-63.3278175735474,-63.3425324211121,,
-63.3252436141968,-63.3431840553284,,
